URL,Version,Status,OIDs,Name,Title,Descriptino,Uses,Used,Sources
http://hl7europe.org/fhir/terminology/ehdsi/ValueSet/eHDSIActiveIngredient,0.2.0,draft,,eHDSIActiveIngredient,eHDSI Active Ingredient,"The Value Set is used as a mandatory code for the Active Ingredient of medications in the Medications Summary as well as the prescription Sections. Also used to code allergy agents in the Allergies and Other Adverse Reactions Section of the patient Summary.",,"hl7.terminology.r4"
http://hl7europe.org/fhir/terminology/ehdsi/ValueSet/eHDSIAdverseEventType,0.2.0,draft,,eHDSIAdverseEventType,eHDSI Adverse Event Type,"nan",,"SCT"
http://hl7europe.org/fhir/terminology/ehdsi/ValueSet/eHDSIAllergenNoDrug,0.2.0,draft,,eHDSIAllergenNoDrug,eHDSI Allergen No Drug,"The value set is used to code the patient's kind of adverse reactions against substance, food or drugs",,"SCT"
http://hl7europe.org/fhir/terminology/ehdsi/ValueSet/eHDSIAllergyCertainty,0.2.0,draft,,eHDSIAllergyCertainty,eHDSI Allergy Certainty,"Value Set is used to support or decline the clinical status of the allergy or intolerance",,"THO"
http://hl7europe.org/fhir/terminology/ehdsi/ValueSet/eHDSIAllergyStatus,0.2.0,draft,,eHDSIAllergyStatus,eHDSI Allergy Status,"The value set is used to code the Allergy or Intolerance Clinical Status",,"THO"
http://hl7europe.org/fhir/terminology/ehdsi/ValueSet/eHDSIAnimalSpecies,0.2.0,draft,,eHDSIAnimalSpecies,eHDSI Animal Species,"The Value Set is used to code the animal species of specimen subject (animal of the patient)",,"SCT"
http://hl7europe.org/fhir/terminology/ehdsi/ValueSet/eHDSIBloodGroup,0.2.0,draft,,eHDSIBloodGroup,eHDSI Blood Group,"The Value Set is used to code the value of patient’s blood group + Rh",,"SCT"
http://hl7europe.org/fhir/terminology/ehdsi/ValueSet/eHDSIBloodPressure,0.2.0,draft,,eHDSIBloodPressure,eHDSI Blood Pressure,"The Value Set is used for the observations of Blood Pressure recorded in the section for Vital Signs Observations in the Patient Summary. It codes what type of pressure (diastolic, systolic) is measured.",,"LOINC"
http://hl7europe.org/fhir/terminology/ehdsi/ValueSet/eHDSIBodySite,0.2.0,draft,,eHDSIBodySite,eHDSI Body Site,"The Value Set is used for the details about the anatomical location of a specimen in the Laboratory Result Report or the target body location of a procedure in the Patient Summary.",,"SCT"
http://hl7europe.org/fhir/terminology/ehdsi/ValueSet/eHDSIBodySiteLaterality,0.2.0,draft,,eHDSIBodySiteLaterality,eHDSI Body Site Laterality,"This Value Set is used for the body structure site laterality qualifier. It indicates the body site laterality from which a laboratory specimen is collected.",,"SCT"
