URL,Version,Status,OIDs,Name,Title,Descriptino,Uses,Used,Sources
http://terminology.ehdsi.eu/ValueSet/eHDSIActiveIngredient,0.1.0,draft,"1.3.6.1.4.1.12559.11.10.1.3.1.42.24",EHDSIActiveIngredient,eHDSI Active Ingredient,"The Value Set is used as a mandatory code for the Active Ingredient of medications in the Medications Summary as well as the prescription Sections. Also used to code allergy agents in the Allergies and Other Adverse Reactions Section of the patient Summary.",,"hl7.terminology.r4"
http://terminology.ehdsi.eu/ValueSet/eHDSIAdverseEventType,0.1.0,draft,"1.3.6.1.4.1.12559.11.10.1.3.1.42.18",EHDSIAdverseEventType,eHDSI Adverse Event Type,"",,"SCT"
http://terminology.ehdsi.eu/ValueSet/eHDSIAllergenNoDrug,0.1.0,draft,"1.3.6.1.4.1.12559.11.10.1.3.1.42.19",EHDSIAllergenNoDrug,eHDSI Allergen No Drug,"The value set is used to code the patient's kind of adverse reactions against substance, food or drugs",,"SCT"
http://terminology.ehdsi.eu/ValueSet/eHDSIAllergyCertainty,0.1.0,draft,"1.3.6.1.4.1.12559.11.10.1.3.1.42.58",EHDSIAllergyCertainty,eHDSI Allergy Certainty,"Value Set is used to support or decline the clinical status of the allergy or intolerance",,"THO"
http://terminology.ehdsi.eu/ValueSet/eHDSIAllergyStatus,0.1.0,draft,"1.3.6.1.4.1.12559.11.10.1.3.1.42.59",EHDSIAllergyStatus,eHDSI Allergy Status,"The value set is used to code the Allergy or Intolerance Clinical Status",,"THO"
http://terminology.ehdsi.eu/ValueSet/eHDSIAnimalSpecies,0.1.0,draft,"1.3.6.1.4.1.12559.11.10.1.3.1.42.72",EHDSIAnimalSpecies,eHDSI Animal Species,"The Value Set is used to code the animal species of specimen subject (animal of the patient)",,"SCT"
http://terminology.ehdsi.eu/ValueSet/eHDSIBloodGroup,0.1.0,draft,"1.3.6.1.4.1.12559.11.10.1.3.1.42.20",EHDSIBloodGroup,eHDSI Blood Group,"The Value Set is used to code the value of patient’s blood group + Rh",,"SCT"
http://terminology.ehdsi.eu/ValueSet/eHDSIBloodPressure,0.1.0,draft,"1.3.6.1.4.1.12559.11.10.1.3.1.42.21",EHDSIBloodPressure,eHDSI Blood Pressure,"The Value Set is used for the observations of Blood Pressure recorded in the section for Vital Signs Observations in the Patient Summary. It codes what type of pressure (diastolic, systolic) is measured.",,"LOINC"
http://terminology.ehdsi.eu/ValueSet/eHDSIBodySite,0.1.0,draft,"1.3.6.1.4.1.12559.11.10.1.3.1.42.65",EHDSIBodySite,eHDSI Body Site,"The Value Set is used for the details about the anatomical location of a specimen in the Laboratory Result Report or the target body location of a procedure in the Patient Summary.",,"SCT"
http://terminology.ehdsi.eu/ValueSet/eHDSIBodySiteLaterality,0.1.0,draft,"1.3.6.1.4.1.12559.11.10.1.3.1.42.68",EHDSIBodySiteLaterality,eHDSI Body Site Laterality,"This Value Set is used for the body structure site laterality qualifier. It indicates the body site laterality from which a laboratory specimen is collected.",,"SCT"
http://terminology.ehdsi.eu/ValueSet/eHDSIBodyStructureLocation,0.1.0,draft,"1.3.6.1.4.1.12559.11.10.1.3.1.42.80",EHDSIBodyStructureLocation,eHDSI Body Structure Location Qualifier,"This Value Set is used for the body structure location qualifier. Concepts modifying the anatomic location.",,"SCT"
http://terminology.ehdsi.eu/ValueSet/eHDSICertainty,0.1.0,draft,"1.3.6.1.4.1.12559.11.10.1.3.1.42.64",EHDSICertainty,eHDSI Certainty,"Value Set is used to support or decline the clinical status of the condition or diagnosis",,"THO"
http://terminology.ehdsi.eu/ValueSet/eHDSICodeProb,0.1.0,draft,"1.3.6.1.4.1.12559.11.10.1.3.1.42.23",EHDSICodeProb,eHDSI Code Prob,"The Value Set is used as an optional description of a problem in the patient Summary. It gives an information on the circumstances under which the problem was defined/discovered.",,"SCT"
http://terminology.ehdsi.eu/ValueSet/eHDSICountry,0.1.0,draft,"1.3.6.1.4.1.12559.11.10.1.3.1.42.4",EHDSICountry,eHDSI Country,"The Value Set is used to identify the nationality of all persons and organizations.",,"THO"
http://terminology.ehdsi.eu/ValueSet/eHDSICriticality,0.1.0,draft,"1.3.6.1.4.1.12559.11.10.1.3.1.42.57",EHDSICriticality,eHDSI Criticality,"Value set is used to estimate of the potential clinical harm, or seriousness, of a reaction to an identified substance",,"hl7.fhir.r4.core"
http://terminology.ehdsi.eu/ValueSet/eHDSICurrentPregnancyStatus,0.1.0,draft,"1.3.6.1.4.1.12559.11.10.1.3.1.42.60",EHDSICurrentPregnancyStatus,eHDSI Current Pregnancy Status,"Value set is used to provide the woman's current state at the date the observation was made",,"SCT"
http://terminology.ehdsi.eu/ValueSet/eHDSIDisplayLabel,0.1.0,draft,"1.3.6.1.4.1.12559.11.10.1.3.1.42.46",EHDSIDisplayLabel,eHDSI Display Label,"The Value Set is used to denominate all the labels and messages adopted for the eHDSI CDA display",,"Other"
http://terminology.ehdsi.eu/ValueSet/eHDSIDocumentCode,0.1.0,draft,"1.3.6.1.4.1.12559.11.10.1.3.1.42.32",EHDSIDocumentCode,eHDSI Document Code,"Defines to which category the document belongs to : summary, prescription, or dispensation.",,"LOINC"
http://terminology.ehdsi.eu/ValueSet/eHDSIDoseForm,0.1.0,draft,"1.3.6.1.4.1.12559.11.10.1.3.1.42.2",EHDSIDoseForm,eHDSI Dose Form,"",,"Other"
http://terminology.ehdsi.eu/ValueSet/eHDSIExceptionalValue,0.1.0,draft,"1.3.6.1.4.1.12559.11.10.1.3.1.42.81",EHDSIExceptionalValue,eHDSI Exceptional Value,"The Value Set is used to code exceptional values for the required binding in FHIR IGs",,"THO (V3)"
http://terminology.ehdsi.eu/ValueSet/eHDSIHealthcareProfessionalRole,0.1.0,draft,"1.3.6.1.4.1.12559.11.10.1.3.1.42.1",EHDSIHealthcareProfessionalRole,eHDSI Healthcare Professional Role,"",,"Other"
http://terminology.ehdsi.eu/ValueSet/eHDSILabCode,0.1.0,draft,"1.3.6.1.4.1.12559.11.10.1.3.1.42.70",EHDSILabCode,eHDSI Laboratory Codes,"This Value Set is used for the standard laboratory codes",,"LOINC"
http://terminology.ehdsi.eu/ValueSet/eHDSILabSpecimenType,0.1.0,draft,"1.3.6.1.4.1.12559.11.10.1.3.1.42.67",EHDSILabSpecimenType,eHDSI Laboratory Specimen Type,"This Value Set is used for the kind of material that forms the specimen",,"SCT"
http://terminology.ehdsi.eu/ValueSet/eHDSILabStudyType,0.1.0,draft,"1.3.6.1.4.1.12559.11.10.1.3.1.42.66",EHDSILabStudyType,eHDSI Laboratory Study Types,"eHDSI Laboratory Study Types. Notes: Note 1: 26436-6 (Laboratory studies) enables issuing a report putting together observations from multiple specialties (disciplines) in the same text block, allowing delivery of a global interpretation comment at the end of the text block that will be rendered at the end of the report. Note 2: Mycology and parasitology, as well as bacteriology, are part of the 18725-2 (Microbiology studies (set)) studies. Note 3: Virology MAY be included in 18725-2 (MICROBIOLOGY STUDIES) or 18727-8 (SEROLOGY STUDIES) or split between both study types, depending upon the Content Creator Actor’s choice.",,"LOINC"
http://terminology.ehdsi.eu/ValueSet/eHDSILabTechnique,0.1.0,draft,"1.3.6.1.4.1.12559.11.10.1.3.1.42.79",EHDSILabTechnique,eHDSI Laboratory Technique,"This Value Set is used to encode laboratory technique for the result measurement",,"SCT"
http://terminology.ehdsi.eu/ValueSet/eHDSILaboratoryReportTypes,0.1.0,draft,"1.3.6.1.4.1.12559.11.10.1.3.1.42.52",EHDSILaboratoryReportType,eHDSI Laboratory Report Types,"eHDSI Laboratory Report Types",,"LOINC"
http://terminology.ehdsi.eu/ValueSet/eHDSILanguage,0.1.0,draft,"1.3.6.1.4.1.12559.11.10.1.3.1.42.6",EHDSILanguage,eHDSI Language,"The Value Set is used to identify the language the document will be written with.",,"hl7.terminology.r4"
http://terminology.ehdsi.eu/ValueSet/eHDSIMedicalDevice,0.1.0,draft,"1.3.6.1.4.1.12559.11.10.1.3.1.42.8",EHDSIMedicalDevice,eHDSI Medical Device,"",,"SCT,Other"
http://terminology.ehdsi.eu/ValueSet/eHDSIMedicalImagesType,0.1.0,draft,"1.3.6.1.4.1.12559.11.10.1.3.1.42.55",EHDSIMedicalImagesType,eHDSI Medical Images Type,"",,"LOINC"
http://terminology.ehdsi.eu/ValueSet/eHDSIMedicalImagingReportType,0.1.0,draft,"1.3.6.1.4.1.12559.11.10.1.3.1.42.54",EHDSIMedicalImagingReportType,eHDSI Medical Imaging Report Type,"",,"LOINC"
http://terminology.ehdsi.eu/ValueSet/eHDSIMicroorganism,0.1.0,draft,"1.3.6.1.4.1.12559.11.10.1.3.1.42.78",EHDSIMicroorganism,eHDSI Microorganism,"",,"SCT"
http://terminology.ehdsi.eu/ValueSet/eHDSIMorphologicAbnormality,0.1.0,draft,"1.3.6.1.4.1.12559.11.10.1.3.1.42.69",EHDSIMorphologicAbnormality,eHDSI Morphologic Abnormality,"The Value Set is used to code the morphological abnormalities of the anatomical location where the material is taken.",,"SCT"
http://terminology.ehdsi.eu/ValueSet/eHDSIObservationCategory,0.1.0,draft,"1.3.6.1.4.1.12559.11.10.1.3.1.42.71",EHDSIObservationCategory,eHDSI Observation category,"This Value Set is used for the Laboratory Observation Results Category code",,"THO"
http://terminology.ehdsi.eu/ValueSet/eHDSIObservationInterpretation,0.1.0,draft,"1.3.6.1.4.1.12559.11.10.1.3.1.42.73",EHDSIObservationInterpretation,eHDSI Observation Interpretation,"This Value Set is used for a rough qualitative interpretation of the Laboratory Observation Results",,"THO (V3)"
http://terminology.ehdsi.eu/ValueSet/eHDSIOutcomeOfPregnancy,0.1.0,draft,"1.3.6.1.4.1.12559.11.10.1.3.1.42.62",EHDSIOutcomeOfPregnancy,eHDSI Outcome of Pregnancy,"The Value Set is used to code the outcome of previous pregnancy",,"SCT"
http://terminology.ehdsi.eu/ValueSet/eHDSIPackage,0.1.0,draft,"1.3.6.1.4.1.12559.11.10.1.3.1.42.3",EHDSIPackage,eHDSI Package,"",,"Other"
